home,ratings,bedrooms,beds,baths,house_type,city,price
Condo in Austin ,,3 bedrooms,4.0,3.0,Condo,Austin ,302
Condo in Austin ,,3 bedrooms,4.0,3.0,Condo,Austin ,302
Condo in Austin ,,3 bedrooms,4.0,3.0,Condo,Austin ,302
Condo in Austin ,,3 bedrooms,4.0,3.0,Condo,Austin ,302
Condo in Austin ,,3 bedrooms,4.0,3.0,Condo,Austin ,302
Condo in Austin ,,,2.0,1.0,Condo,Austin ,142
Condo in Austin ,,,2.0,1.0,Condo,Austin ,142
Condo in Austin ,,,2.0,1.0,Condo,Austin ,180
Condo in Austin ,,,2.0,1.0,Condo,Austin ,180
Condo in Austin ,,,2.0,1.0,Condo,Austin ,142
Condo in Austin ,,,2.0,1.0,Condo,Austin ,142
Condo in Austin ,,,2.0,1.0,Condo,Austin ,142
Condo in Austin ,,,2.0,1.0,Condo,Austin ,142
Condo in Austin ,,,2.0,1.0,Condo,Austin ,180
Condo in Austin ,,,2.0,1.0,Condo,Austin ,142
Cabin in Austin ,,1 bedroom,1.0,1.0,Cabin,Austin ,95
Home in Lakeway ,,3 bedrooms,3.0,3.5,Home,Lakeway ,263
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,96
Rental unit in Austin ,5.0,1 bedroom,1.0,1.5,Rental unit,Austin ,150
Home in Austin ,5.0,4 bedrooms,6.0,3.0,Home,Austin ,315
Rental unit in Austin ,5.0,2 bedrooms,3.0,2.0,Rental unit,Austin ,114
Rental unit in Austin ,4.87,1 bedroom,1.0,0.5,Rental unit,Austin ,46
Rental unit in Austin ,5.0,1 bedroom,1.0,0.5,Rental unit,Austin ,48
Home in Austin ,,5 bedrooms,6.0,5.5,Home,Austin ,4501
Rental unit in Austin ,4.89,1 bedroom,2.0,1.0,Rental unit,Austin ,81
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,105
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,150
Home in Austin ,,2 bedrooms,2.0,1.0,Home,Austin ,140
Home in Austin ,,1 bedroom,1.0,1.5,Home,Austin ,50
Home in Austin ,4.86,3 bedrooms,4.0,3.0,Home,Austin ,175
Rental unit in Austin ,,1 bedroom,1.0,0.5,Rental unit,Austin ,49
Home in Austin ,5.0,1 bedroom,1.0,1.0,Home,Austin ,55
Rental unit in Austin ,4.69,2 bedrooms,3.0,2.0,Rental unit,Austin ,109
Rental unit in Austin ,,1 bedroom,1.0,0.5,Rental unit,Austin ,105
Rental unit in Austin ,5.0,1 bedroom,1.0,1.5,Rental unit,Austin ,200
Home in Austin ,,6 bedrooms,1.0,5.5,Home,Austin ,1157
Home in Austin ,4.71,3 bedrooms,4.0,3.0,Home,Austin ,425
Home in Austin ,5.0,4 bedrooms,7.0,4.0,Home,Austin ,1061
Rental unit in Austin ,4.97,1 bedroom,2.0,1.0,Rental unit,Austin ,85
Home in Austin ,4.25,1 bedroom,1.0,1.0,Home,Austin ,71
Condo in Austin ,,1 bedroom,2.0,1.0,Condo,Austin ,145
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,234
Home in Austin ,4.83,3 bedrooms,4.0,1.0,Home,Austin ,104
Rental unit in Austin ,3.83,4 bedrooms,5.0,2.0,Rental unit,Austin ,217
Home in Austin ,4.80,2 bedrooms,4.0,2.0,Home,Austin ,136
Home in Austin ,,4 bedrooms,5.0,2.0,Home,Austin ,248
Rental unit in Austin ,4.79,1 bedroom,2.0,1.0,Rental unit,Austin ,70
Home in Austin ,,3 bedrooms,3.0,2.0,Home,Austin ,192
Home in Austin ,,3 bedrooms,4.0,2.0,Home,Austin ,300
Home in Austin ,,4 bedrooms,4.0,2.0,Home,Austin ,167
Rental unit in Austin ,4.73,1 bedroom,1.0,1.0,Rental unit,Austin ,84
Home in Austin ,,3 bedrooms,2.0,2.5,Home,Austin ,120
Home in Austin ,5.0,1 bedroom,1.0,0.5,Home,Austin ,63
Home in Austin ,5.0,4 bedrooms,5.0,2.0,Home,Austin ,240
Home in Austin ,5.0,3 bedrooms,1.0,2.0,Home,Austin ,249
Home in Austin ,5.0,3 bedrooms,3.0,2.0,Home,Austin ,318
Home in Austin ,4.80,1 bedroom,1.0,0.5,Home,Austin ,50
Home in Austin ,,2 bedrooms,2.0,1.0,Home,Austin ,118
Home in Austin ,,3 bedrooms,2.0,2.0,Home,Austin ,425
Rental unit in Austin ,,2 bedrooms,2.0,1.5,Rental unit,Austin ,105
Guest suite in Austin ,4.94,1 bedroom,1.0,1.0,Guest suite,Austin ,90
Rental unit in Austin ,5.0,1 bedroom,1.0,1.0,Rental unit,Austin ,120
Home in Austin ,5.0,2 bedrooms,3.0,1.5,Home,Austin ,173
Home in Austin ,5.0,3 bedrooms,3.0,2.0,Home,Austin ,209
Home in Austin ,,2 bedrooms,3.0,2.0,Home,Austin ,129
Home in Austin ,,4 bedrooms,9.0,4.0,Home,Austin ,604
Guesthouse in Austin ,,1 bedroom,1.0,1.5,Guesthouse,Austin ,79
Home in Austin ,4.83,1 bedroom,2.0,1.0,Home,Austin ,91
Condo in Austin ,,1 bedroom,1.0,1.0,Condo,Austin ,111
Guest suite in Austin ,,,1.0,1.0,Guest suite,Austin ,159
Home in Austin ,4.59,3 bedrooms,9.0,2.0,Home,Austin ,145
Rental unit in Austin ,4.80,1 bedroom,2.0,1.0,Rental unit,Austin ,95
Home in Austin ,4.91,3 bedrooms,6.0,2.0,Home,Austin ,138
Rental unit in Austin ,4.38,1 bedroom,2.0,1.0,Rental unit,Austin ,53
Home in Austin ,,9 bedrooms,1.0,7.0,Home,Austin ,2870
Rental unit in Austin ,,1 bedroom,2.0,1.0,Rental unit,Austin ,400
Home in Austin ,5.0,1 bedroom,1.0,1.0,Home,Austin ,82
Home in Austin ,4.91,2 bedrooms,2.0,2.5,Home,Austin ,200
Home in Austin ,4.86,1 bedroom,1.0,1.0,Home,Austin ,98
Home in Austin ,,3 bedrooms,3.0,2.5,Home,Austin ,125
Condo in Austin ,4.80,1 bedroom,1.0,1.0,Condo,Austin ,121
Home in Austin ,,4 bedrooms,3.0,3.5,Home,Austin ,390
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,50
Guesthouse in Austin ,5.0,1 bedroom,1.0,1.0,Guesthouse,Austin ,105
Rental unit in Austin ,4.88,2 bedrooms,2.0,1.0,Rental unit,Austin ,117
Home in Austin ,5.0,2 bedrooms,3.0,2.0,Home,Austin ,151
Home in Austin ,,1 bedroom,1.0,0.5,Home,Austin ,32
Home in Austin ,,3 bedrooms,5.0,2.5,Home,Austin ,245
Home in Austin ,,4 bedrooms,3.0,3.5,Home,Austin ,1000
Home in Austin ,5.0,1 bedroom,1.0,0.5,Home,Austin ,49
Home in Austin ,5.0,4 bedrooms,7.0,2.0,Home,Austin ,293
Home in Austin ,4.40,3 bedrooms,4.0,2.0,Home,Austin ,244
Rental unit in Austin ,4.93,2 bedrooms,3.0,2.0,Rental unit,Austin ,93
Home in Austin ,4.74,4 bedrooms,4.0,1.0,Home,Austin ,149
Home in Austin ,4.67,3 bedrooms,3.0,2.0,Home,Austin ,115
Home in Austin ,4.82,3 bedrooms,4.0,2.5,Home,Austin ,671
Home in Austin ,5.0,3 bedrooms,3.0,3.0,Home,Austin ,283
Rental unit in Austin ,5.0,2 bedrooms,3.0,2.0,Rental unit,Austin ,97
Rental unit in Austin ,4.94,2 bedrooms,3.0,2.0,Rental unit,Austin ,95
Home in Austin ,5.0,2 bedrooms,2.0,1.0,Home,Austin ,85
Condo in Austin ,4.86,2 bedrooms,3.0,1.0,Condo,Austin ,163
Home in Austin ,,2 bedrooms,2.0,2.5,Home,Austin ,400
Rental unit in Austin ,4.71,2 bedrooms,3.0,1.0,Rental unit,Austin ,118
Home in Austin ,4.80,4 bedrooms,4.0,2.0,Home,Austin ,139
Home in Austin ,5.0,2 bedrooms,2.0,2.0,Home,Austin ,127
Rental unit in Austin ,,,1.0,1.0,Rental unit,Austin ,221
Home in Austin ,,4 bedrooms,4.0,3.0,Home,Austin ,288
Rental unit in Austin ,4.75,1 bedroom,1.0,1.0,Rental unit,Austin ,67
Rental unit in Austin ,,,2.0,1.0,Rental unit,Austin ,170
Rental unit in Austin ,4.56,2 bedrooms,3.0,1.0,Rental unit,Austin ,120
Home in Austin ,5.0,1 bedroom,1.0,1.5,Home,Austin ,80
Rental unit in Austin ,,1 bedroom,2.0,1.0,Rental unit,Austin ,495
Home in Austin ,4.76,4 bedrooms,4.0,2.0,Home,Austin ,162
Home in Austin ,4.93,1 bedroom,2.0,1.0,Home,Austin ,137
Rental unit in Austin ,5.0,1 bedroom,1.0,1.0,Rental unit,Austin ,55
Home in Austin ,,1 bedroom,1.0,,Home,Austin ,40
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,75
Home in Austin ,5.0,3 bedrooms,3.0,3.5,Home,Austin ,325
Home in Austin ,,1 bedroom,1.0,0.5,Home,Austin ,33
Rental unit in Austin ,5.0,1 bedroom,2.0,1.0,Rental unit,Austin ,67
Guesthouse in Austin ,4.83,1 bedroom,1.0,1.0,Guesthouse,Austin ,77
Home in Austin ,,1 bedroom,1.0,0.5,Home,Austin ,300
Home in Austin ,4.93,4 bedrooms,6.0,2.5,Home,Austin ,90
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,112
Place to stay in Austin ,,4 bedrooms,4.0,3.5,Place to stay,Austin ,7136
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,523
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,523
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,523
Hotel in Austin ,,1 bedroom,2.0,1.0,Hotel,Austin ,365
Hotel in Austin ,,1 bedroom,2.0,1.0,Hotel,Austin ,365
Hotel in Austin ,,1 bedroom,2.0,1.0,Hotel,Austin ,365
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,324
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,324
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,324
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,335
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,335
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,335
Home in Austin ,4.57,2 bedrooms,7.0,0.0,Home,Austin ,338
Rental unit in Austin ,,1 bedroom,2.0,1.0,Rental unit,Austin ,94
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,89
Home in Austin ,4.83,1 bedroom,1.0,1.0,Home,Austin ,41
Rental unit in Austin ,5.0,1 bedroom,1.0,1.0,Rental unit,Austin ,114
Rental unit in Austin ,,2 bedrooms,2.0,2.0,Rental unit,Austin ,141
Home in Austin ,,3 bedrooms,3.0,2.0,Home,Austin ,579
Home in Austin ,5.0,4 bedrooms,8.0,2.0,Home,Austin ,1415
Home in Austin ,,3 bedrooms,4.0,2.0,Home,Austin ,152
Home in Austin ,4.80,4 bedrooms,4.0,3.5,Home,Austin ,336
Hotel in Austin ,,2 bedrooms,3.0,2.0,Hotel,Austin ,1060
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,479
Home in Austin ,5.0,1 bedroom,1.0,1.0,Home,Austin ,133
Home in Austin ,4.93,3 bedrooms,7.0,2.5,Home,Austin ,213
Rental unit in Austin ,4.96,1 bedroom,2.0,1.0,Rental unit,Austin ,147
Condo in Austin ,4.89,1 bedroom,1.0,1.0,Condo,Austin ,119
Home in Austin ,5.0,3 bedrooms,4.0,2.0,Home,Austin ,173
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,117
Guesthouse in Austin ,,1 bedroom,1.0,1.0,Guesthouse,Austin ,200
Home in Austin ,4.94,4 bedrooms,5.0,2.5,Home,Austin ,376
Hotel in Bee Cave ,,1 bedroom,1.0,1.0,Hotel,Bee Cave ,239
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,83
Home in Austin ,5.0,3 bedrooms,3.0,2.5,Home,Austin ,172
Home in Austin ,,3 bedrooms,4.0,2.0,Home,Austin ,695
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,499
Rental unit in Austin ,5.0,1 bedroom,2.0,1.0,Rental unit,Austin ,146
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,499
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,499
Home in Austin ,,5 bedrooms,1.0,3.5,Home,Austin ,1441
Camper/RV in Austin ,4.25,1 bedroom,3.0,1.0,Camper/RV,Austin ,120
Rental unit in Austin ,5.0,,1.0,1.0,Rental unit,Austin ,70
Rental unit in Austin ,5.0,,1.0,1.0,Rental unit,Austin ,118
Home in Austin ,,1 bedroom,1.0,0.5,Home,Austin ,104
Home in Austin ,5.0,3 bedrooms,4.0,2.0,Home,Austin ,220
Cabin in Austin ,4.87,1 bedroom,1.0,1.0,Cabin,Austin ,119
Home in Austin ,,1 bedroom,2.0,0.5,Home,Austin ,105
Rental unit in Austin ,5.0,1 bedroom,1.0,1.0,Rental unit,Austin ,152
Home in Austin ,4.91,1 bedroom,1.0,0.5,Home,Austin ,52
Home in Lakeway ,,3 bedrooms,3.0,2.5,Home,Lakeway ,190
Home in Austin ,,4 bedrooms,9.0,0.0,Home,Austin ,747
Rental unit in Austin ,5.0,1 bedroom,3.0,1.0,Rental unit,Austin ,265
Home in Austin ,,1 bedroom,1.0,2.0,Home,Austin ,63
Rental unit in Austin ,4.87,,2.0,1.0,Rental unit,Austin ,102
Rental unit in Austin ,,1 bedroom,2.0,1.0,Rental unit,Austin ,104
Guest suite in Austin ,4.95,1 bedroom,1.0,1.0,Guest suite,Austin ,59
Guesthouse in Austin ,5.0,1 bedroom,2.0,1.0,Guesthouse,Austin ,100
Rental unit in Austin ,,2 bedrooms,2.0,2.0,Rental unit,Austin ,170
Serviced apartment in Austin ,,2 bedrooms,4.0,2.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,2 bedrooms,4.0,2.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,2 bedrooms,4.0,2.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,3 bedrooms,6.0,3.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,3 bedrooms,6.0,3.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,3 bedrooms,6.0,3.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,4 bedrooms,8.0,4.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,4 bedrooms,8.0,4.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,1 bedroom,2.0,1.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,1 bedroom,1.0,1.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,1 bedroom,1.0,1.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,1 bedroom,1.0,1.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,1 bedroom,1.0,1.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,1 bedroom,1.0,1.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,1 bedroom,1.0,1.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,1 bedroom,1.0,1.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,1 bedroom,2.0,1.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,1 bedroom,2.0,1.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,1 bedroom,1.0,1.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,1 bedroom,1.0,1.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,1 bedroom,1.0,1.0,Serviced apartment,Austin ,999
Serviced apartment in Austin ,,1 bedroom,1.0,1.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,1 bedroom,1.0,1.0,Serviced apartment,Austin ,799
Rental unit in Austin ,5.0,2 bedrooms,2.0,1.0,Rental unit,Austin ,149
Home in Austin ,4.50,1 bedroom,2.0,1.0,Home,Austin ,104
Condo in Austin ,,2 bedrooms,2.0,1.0,Condo,Austin ,60
Home in Austin ,4.86,3 bedrooms,4.0,3.5,Home,Austin ,256
Serviced apartment in Austin ,,1 bedroom,1.0,1.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,4 bedrooms,8.0,4.0,Serviced apartment,Austin ,799
Serviced apartment in Austin ,,1 bedroom,2.0,1.0,Serviced apartment,Austin ,799
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,104
Home in Austin ,,4 bedrooms,4.0,2.0,Home,Austin ,242
Home in Austin ,,1 bedroom,1.0,0.5,Home,Austin ,84
Home in Austin ,4.50,4 bedrooms,4.0,2.0,Home,Austin ,263
Home in Austin ,4.56,4 bedrooms,8.0,3.0,Home,Austin ,381
Shipping container in Austin ,5.0,1 bedroom,1.0,1.0,Shipping container,Austin ,110
Home in Austin ,5.0,2 bedrooms,3.0,1.5,Home,Austin ,92
Rental unit in Austin ,4.80,2 bedrooms,2.0,2.0,Rental unit,Austin ,74
Home in Austin ,4.75,1 bedroom,1.0,0.5,Home,Austin ,60
Home in Austin ,,1 bedroom,1.0,0.5,Home,Austin ,70
Home in Austin ,5.0,4 bedrooms,6.0,3.0,Home,Austin ,314
Home in Austin ,,2 bedrooms,2.0,1.5,Home,Austin ,107
Guesthouse in Austin ,5.0,1 bedroom,2.0,1.0,Guesthouse,Austin ,204
Rental unit in Austin ,,1 bedroom,1.0,0.5,Rental unit,Austin ,59
Home in Austin ,4.83,3 bedrooms,3.0,1.0,Home,Austin ,85
Home in Austin ,5.0,1 bedroom,1.0,0.5,Home,Austin ,45
Hotel in Austin ,,1 bedroom,2.0,1.0,Hotel,Austin ,299
Home in Austin ,,2 bedrooms,2.0,1.0,Home,Austin ,100
Rental unit in Austin ,5.0,1 bedroom,1.0,0.5,Rental unit,Austin ,79
Home in Austin ,,3 bedrooms,3.0,2.0,Home,Austin ,340
Home in Austin ,,5 bedrooms,6.0,4.0,Home,Austin ,388
Home in Austin ,4.89,4 bedrooms,4.0,4.0,Home,Austin ,449
Home in Austin ,4.70,3 bedrooms,3.0,3.0,Home,Austin ,133
Rental unit in Austin ,5.0,2 bedrooms,2.0,2.0,Rental unit,Austin ,100
Home in Austin ,,3 bedrooms,2.0,2.0,Home,Austin ,99
Home in Austin ,4.63,1 bedroom,1.0,1.0,Home,Austin ,100
Home in Austin ,5.0,3 bedrooms,3.0,2.5,Home,Austin ,443
Condo in Austin ,5.0,2 bedrooms,3.0,2.0,Condo,Austin ,335
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,145
Home in Austin ,5.0,2 bedrooms,3.0,2.0,Home,Austin ,202
Guesthouse in Austin ,4.50,1 bedroom,1.0,1.0,Guesthouse,Austin ,94
Rental unit in Austin ,4.81,1 bedroom,2.0,1.0,Rental unit,Austin ,184
Rental unit in Austin ,5.0,2 bedrooms,8.0,2.0,Rental unit,Austin ,69
Rental unit in Austin ,4.0,1 bedroom,1.0,1.0,Rental unit,Austin ,96
Rental unit in Austin ,4.75,1 bedroom,1.0,1.0,Rental unit,Austin ,118
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,149
Home in Austin ,,3 bedrooms,3.0,2.0,Home,Austin ,250
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,106
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,50
Rental unit in Austin ,4.29,1 bedroom,1.0,1.0,Rental unit,Austin ,132
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,126
Home in Austin ,5.0,3 bedrooms,2.0,2.0,Home,Austin ,139
Home in Austin ,,3 bedrooms,7.0,2.0,Home,Austin ,166
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,82
Home in Austin ,4.90,4 bedrooms,7.0,2.0,Home,Austin ,466
Rental unit in Austin ,4.80,1 bedroom,2.0,1.0,Rental unit,Austin ,110
Home in Austin ,4.92,3 bedrooms,5.0,2.0,Home,Austin ,97
Condo in Austin ,4.50,1 bedroom,2.0,1.0,Condo,Austin ,130
Rental unit in Austin ,,2 bedrooms,2.0,2.0,Rental unit,Austin ,99
Home in Austin ,,3 bedrooms,3.0,2.0,Home,Austin ,153
Rental unit in Austin ,5.0,1 bedroom,1.0,1.0,Rental unit,Austin ,59
Home in Austin ,5.0,3 bedrooms,4.0,1.0,Home,Austin ,241
Rental unit in Austin ,,1 bedroom,1.0,1.5,Rental unit,Austin ,140
Home in Austin ,5.0,5 bedrooms,7.0,2.5,Home,Austin ,528
Home in Austin ,5.0,3 bedrooms,4.0,2.5,Home,Austin ,157
Rental unit in Austin ,3.25,1 bedroom,2.0,1.0,Rental unit,Austin ,122
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,40
Home in Austin ,5.0,2 bedrooms,2.0,1.0,Home,Austin ,125
Rental unit in Austin ,,2 bedrooms,2.0,2.0,Rental unit,Austin ,92
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,88
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,137
Home in Austin ,,3 bedrooms,3.0,0.0,Home,Austin ,235
Home in Austin ,,1 bedroom,1.0,1.0,Home,Austin ,116
Rental unit in Austin ,,2 bedrooms,3.0,2.0,Rental unit,Austin ,106
Hotel in Austin ,,1 bedroom,2.0,1.0,Hotel,Austin ,178
Home in Austin ,,2 bedrooms,2.0,2.0,Home,Austin ,120
Townhouse in Austin ,5.0,3 bedrooms,5.0,2.5,Townhouse,Austin ,228
Rental unit in Austin ,,2 bedrooms,3.0,2.0,Rental unit,Austin ,100
Home in Austin ,5.0,1 bedroom,1.0,0.5,Home,Austin ,71
Home in Austin ,4.78,2 bedrooms,2.0,2.5,Home,Austin ,120
Home in Austin ,,2 bedrooms,2.0,1.0,Home,Austin ,71
Townhouse in Austin ,5.0,3 bedrooms,5.0,2.5,Townhouse,Austin ,280
Guesthouse in Austin ,4.89,1 bedroom,1.0,1.0,Guesthouse,Austin ,73
Home in Austin ,5.0,1 bedroom,1.0,1.0,Home,Austin ,179
Home in Austin ,5.0,2 bedrooms,3.0,1.5,Home,Austin ,72
Home in Austin ,,2 bedrooms,2.0,2.0,Home,Austin ,200
Rental unit in Austin ,5.0,2 bedrooms,2.0,1.5,Rental unit,Austin ,117
Rental unit in Austin ,4.95,1 bedroom,2.0,1.0,Rental unit,Austin ,93
Home in Austin ,5.0,1 bedroom,1.0,1.0,Home,Austin ,80
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,85
Rental unit in Austin ,4.60,1 bedroom,2.0,1.0,Rental unit,Austin ,83
Home in Austin ,4.90,4 bedrooms,6.0,2.5,Home,Austin ,90
Hotel in Austin ,,4 bedrooms,8.0,4.0,Hotel,Austin ,921
Hotel in Austin ,,4 bedrooms,8.0,4.0,Hotel,Austin ,650
Hotel in Austin ,,4 bedrooms,8.0,4.0,Hotel,Austin ,737
Rental unit in Austin ,,2 bedrooms,1.0,1.0,Rental unit,Austin ,70
Rental unit in Austin ,,3 bedrooms,2.0,2.0,Rental unit,Austin ,160
Rental unit in Austin ,4.71,1 bedroom,2.0,1.0,Rental unit,Austin ,146
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,86
Hotel in Austin ,,4 bedrooms,8.0,4.0,Hotel,Austin ,823
Hotel in Austin ,,4 bedrooms,8.0,4.0,Hotel,Austin ,560
Hotel in Austin ,,4 bedrooms,8.0,4.0,Hotel,Austin ,635
Hotel in Austin ,,3 bedrooms,6.0,3.0,Hotel,Austin ,488
Hotel in Austin ,,3 bedrooms,6.0,3.0,Hotel,Austin ,691
Hotel in Austin ,,3 bedrooms,6.0,3.0,Hotel,Austin ,553
Hotel in Austin ,,3 bedrooms,6.0,3.0,Hotel,Austin ,421
Hotel in Austin ,,3 bedrooms,6.0,3.0,Hotel,Austin ,476
Hotel in Austin ,,3 bedrooms,6.0,3.0,Hotel,Austin ,617
Hotel in Austin ,,2 bedrooms,4.0,2.0,Hotel,Austin ,325
Hotel in Austin ,,2 bedrooms,4.0,2.0,Hotel,Austin ,368
Hotel in Austin ,,2 bedrooms,4.0,2.0,Hotel,Austin ,280
Hotel in Austin ,,2 bedrooms,4.0,2.0,Hotel,Austin ,412
Hotel in Austin ,,2 bedrooms,4.0,2.0,Hotel,Austin ,317
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,218
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,172
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,140
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,206
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,140
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,159
Hotel in Austin ,,2 bedrooms,4.0,2.0,Hotel,Austin ,461
Hotel in Austin ,,1 bedroom,2.0,1.0,Hotel,Austin ,163
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,140
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,152
Rental unit in Austin ,4.91,2 bedrooms,3.0,2.0,Rental unit,Austin ,127
Home in Austin ,5.0,5 bedrooms,5.0,3.0,Home,Austin ,314
Condo in Austin ,,1 bedroom,1.0,0.5,Condo,Austin ,150
Home in Austin ,5.0,4 bedrooms,6.0,3.5,Home,Austin ,942
Home in Austin ,5.0,3 bedrooms,4.0,2.0,Home,Austin ,367
Shipping container in Austin ,,1 bedroom,1.0,1.0,Shipping container,Austin ,2643
Camper/RV in Austin ,5.0,1 bedroom,1.0,1.0,Camper/RV,Austin ,74
Home in Austin ,5.0,4 bedrooms,4.0,2.5,Home,Austin ,330
Home in Austin ,,5 bedrooms,1.0,3.5,Home,Austin ,766
Rental unit in Austin ,4.89,1 bedroom,1.0,1.0,Rental unit,Austin ,128
Rental unit in Austin ,,2 bedrooms,2.0,2.0,Rental unit,Austin ,79
Home in Austin ,4.90,3 bedrooms,3.0,2.5,Home,Austin ,192
Home in Austin ,5.0,1 bedroom,1.0,0.5,Home,Austin ,37
Rental unit in Austin ,5.0,4 bedrooms,4.0,2.0,Rental unit,Austin ,138
Rental unit in Austin ,4.91,4 bedrooms,5.0,2.0,Rental unit,Austin ,136
Rental unit in Austin ,4.78,4 bedrooms,4.0,2.0,Rental unit,Austin ,176
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,379
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,379
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,379
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,551
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,551
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,551
Rental unit in Austin ,5.0,1 bedroom,1.0,1.0,Rental unit,Austin ,110
Rental unit in Austin ,4.85,1 bedroom,1.0,1.0,Rental unit,Austin ,85
Rental unit in Austin ,4.95,2 bedrooms,3.0,2.0,Rental unit,Austin ,174
Rental unit in Austin ,4.89,2 bedrooms,6.0,2.0,Rental unit,Austin ,119
Rental unit in Austin ,,4 bedrooms,6.0,4.0,Rental unit,Austin ,261
Home in Austin ,,1 bedroom,3.0,1.0,Home,Austin ,203
Home in Austin ,5.0,1 bedroom,1.0,0.5,Home,Austin ,63
Hotel in Austin ,,1 bedroom,1.0,1.0,Hotel,Austin ,878
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,111
