home,ratings,bedrooms,beds,baths,house_type,city
Guest suite in Austin ,4.97,1.0,1.0,['1'],Guest suite,Austin 
Rental unit in Austin ,4.73,1.0,1.0,['1'],Rental unit,Austin 
Bus in Austin ,New,1.0,1.0,['1'],Bus,Austin 
Home in Austin ,5.0,1.0,1.0,0.5,Home,Austin 
Home in Austin ,4.95,1.0,1.0,0.5,Home,Austin 
Home in Austin ,5.0,4.0,4.0,['3'],Home,Austin 
Home in Austin ,,2.0,2.0,['2.5'],Home,Austin 
Home in Austin ,5.0,1.0,3.0,['1'],Home,Austin 
Home in Austin ,4.92,3.0,3.0,['1.5'],Home,Austin 
Home in Austin ,,2.0,2.0,['1'],Home,Austin 
Home in Austin ,5.0,1.0,1.0,0.5,Home,Austin 
Home in Austin ,4.97,4.0,7.0,['2.5'],Home,Austin 
Home in Austin ,,2.0,4.0,['1'],Home,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,,1.0,1.0,0.5,Home,Austin 
Rental unit in Austin ,5.0,2.0,2.0,['1.5'],Rental unit,Austin 
Home in Austin ,4.92,3.0,4.0,['2'],Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,4.46,1.0,1.0,['1'],Rental unit,Austin 
Tiny home in Austin ,4.88,1.0,2.0,['1'],Tiny home,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Condo in Austin ,4.82,2.0,3.0,['2'],Condo,Austin 
Guesthouse in Austin ,5.0,nan,1.0,['1'],Guesthouse,Austin 
Rental unit in Austin ,4.78,2.0,2.0,['2'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,6.0,1.0,['7'],Home,Austin 
Home in Austin ,4.50,3.0,3.0,['2.5'],Home,Austin 
Home in Austin ,,4.0,5.0,['3'],Home,Austin 
Home in Austin ,5.0,3.0,5.0,['2.5'],Home,Austin 
Home in Austin ,5.0,3.0,4.0,['2'],Home,Austin 
Home in Austin ,5.0,4.0,4.0,['2.5'],Home,Austin 
Rental unit in Austin ,,nan,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,2.0,3.0,['2'],Rental unit,Austin 
Home in Austin ,,6.0,7.0,['4'],Home,Austin 
Home in Austin ,4.84,2.0,2.0,['2'],Home,Austin 
Rental unit in Austin ,4.76,1.0,2.0,['1'],Rental unit,Austin 
Guesthouse in Austin ,4.40,1.0,2.0,['1'],Guesthouse,Austin 
Rental unit in Austin ,4.73,1.0,1.0,['1'],Rental unit,Austin 
Guesthouse in Austin ,4.71,1.0,1.0,['1'],Guesthouse,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.67,4.0,4.0,['2'],Home,Austin 
Condo in Austin ,4.88,2.0,3.0,['2'],Condo,Austin 
Home in Austin ,4.93,2.0,2.0,['2'],Home,Austin 
Rental unit in Austin ,5.0,nan,1.0,['1'],Rental unit,Austin 
Home in Austin ,,3.0,3.0,['3.5'],Home,Austin 
Home in Austin ,,1.0,1.0,0.5,Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.88,2.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,3.67,2.0,2.0,['2'],Rental unit,Austin 
Home in Austin ,4.92,4.0,5.0,['2.5'],Home,Austin 
Rental unit in Austin ,4.40,1.0,1.0,['1'],Rental unit,Austin 
Yurt in Austin ,4.88,1.0,1.0,['1'],Yurt,Austin 
Home in Austin ,4.73,1.0,1.0,0.5,Home,Austin 
Guesthouse in Austin ,4.93,1.0,1.0,['1'],Guesthouse,Austin 
Home in Austin ,5.0,2.0,3.0,['2'],Home,Austin 
Home in Austin ,,3.0,5.0,['2'],Home,Austin 
Condo in Austin ,,3.0,3.0,['2'],Condo,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,4.78,4.0,7.0,['2.5'],Home,Austin 
Rental unit in Austin ,4.21,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,4.0,7.0,['2.5'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.80,3.0,4.0,['1'],Home,Austin 
Home in Austin ,,3.0,4.0,['2'],Home,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Yurt in Austin ,4.94,1.0,2.0,['1'],Yurt,Austin 
Home in Austin ,4.96,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.90,3.0,2.0,['2'],Home,Austin 
Home in Austin ,4.88,4.0,7.0,['2'],Home,Austin 
Rental unit in Austin ,4.93,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.95,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,,5.0,nan,['5'],Home,Austin 
Home in Austin ,,1.0,1.0,0.5,Home,Austin 
Hotel in Austin ,,nan,2.0,0.5,Hotel,Austin 
Hotel in Austin ,,nan,2.0,['1'],Hotel,Austin 
Hotel in Austin ,,nan,2.0,['1'],Hotel,Austin 
Rental unit in Austin ,4.94,3.0,5.0,['2.5'],Rental unit,Austin 
Rental unit in Austin ,5.0,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,5.0,2.0,3.0,['2'],Rental unit,Austin 
Guest suite in West Lake Hills ,5.0,1.0,1.0,['1'],Guest suite,West Lake Hills 
Townhouse in Austin ,4.91,2.0,3.0,['1'],Townhouse,Austin 
Condo in Austin ,4.74,1.0,2.0,['1'],Condo,Austin 
Condo in Austin ,4.84,2.0,3.0,['0'],Condo,Austin 
Condo in Austin ,4.75,1.0,2.0,['1'],Condo,Austin 
Condo in Austin ,4.82,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.50,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.86,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.65,nan,1.0,['1'],Condo,Austin 
Condo in Austin ,4.79,1.0,2.0,['1'],Condo,Austin 
Condo in Austin ,4.77,2.0,3.0,['2'],Condo,Austin 
Condo in Austin ,4.87,2.0,3.0,['2'],Condo,Austin 
Condo in Austin ,4.93,2.0,3.0,['0'],Condo,Austin 
Condo in Austin ,4.93,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.83,1.0,2.0,['1'],Condo,Austin 
Condo in Austin ,4.87,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.62,2.0,3.0,['0'],Condo,Austin 
Rental unit in Austin ,4.79,nan,1.0,['1'],Rental unit,Austin 
Condo in Austin ,4.70,1.0,2.0,['0'],Condo,Austin 
Rental unit in Austin ,4.64,nan,1.0,['1'],Rental unit,Austin 
Condo in Austin ,4.67,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.71,1.0,2.0,['0'],Condo,Austin 
Rental unit in Austin ,4.88,nan,1.0,['1'],Rental unit,Austin 
Condo in Austin ,4.86,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,5.0,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.83,1.0,2.0,['1'],Condo,Austin 
Condo in Austin ,4.62,2.0,3.0,['0'],Condo,Austin 
Rental unit in Austin ,4.89,nan,1.0,['1'],Rental unit,Austin 
Condo in Austin ,4.60,2.0,3.0,['0'],Condo,Austin 
Rental unit in Austin ,4.82,nan,1.0,['1'],Rental unit,Austin 
Condo in Austin ,4.62,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.84,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.85,2.0,3.0,['0'],Condo,Austin 
Condo in Austin ,4.85,2.0,3.0,['0'],Condo,Austin 
Condo in Austin ,4.83,2.0,3.0,['0'],Condo,Austin 
Condo in Austin ,4.80,nan,1.0,['1'],Condo,Austin 
Condo in Austin ,4.89,2.0,3.0,['2'],Condo,Austin 
Condo in Austin ,4.91,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.69,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.83,1.0,2.0,['1'],Condo,Austin 
Condo in Austin ,4.89,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.82,2.0,3.0,['2'],Condo,Austin 
Condo in Austin ,4.93,2.0,3.0,['0'],Condo,Austin 
Condo in Austin ,4.76,2.0,3.0,['2'],Condo,Austin 
Condo in Austin ,4.76,2.0,4.0,['2'],Condo,Austin 
Condo in Austin ,4.93,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.87,1.0,2.0,['0'],Condo,Austin 
Rental unit in Austin ,4.73,nan,1.0,['1'],Rental unit,Austin 
Condo in Austin ,,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.90,2.0,3.0,['0'],Condo,Austin 
Condo in Austin ,4.86,2.0,3.0,['2'],Condo,Austin 
Condo in Austin ,4.82,1.0,2.0,['1'],Condo,Austin 
Condo in Austin ,4.79,2.0,3.0,['0'],Condo,Austin 
Condo in Austin ,4.82,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.79,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.83,2.0,3.0,['2'],Condo,Austin 
Condo in Austin ,4.86,2.0,3.0,['0'],Condo,Austin 
Condo in Austin ,4.68,2.0,3.0,['0'],Condo,Austin 
Rental unit in Austin ,4.81,nan,1.0,['1'],Rental unit,Austin 
Condo in Austin ,4.87,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.86,1.0,2.0,['1'],Condo,Austin 
Condo in Austin ,4.76,1.0,2.0,['1'],Condo,Austin 
Condo in Austin ,4.88,3.0,4.0,['0'],Condo,Austin 
Condo in Austin ,4.84,2.0,4.0,['2'],Condo,Austin 
Condo in Austin ,4.76,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.84,2.0,3.0,['2'],Condo,Austin 
Condo in Austin ,4.87,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.91,2.0,3.0,['0'],Condo,Austin 
Condo in Austin ,4.90,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,5.0,2.0,3.0,['0'],Condo,Austin 
Condo in Austin ,4.78,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.82,2.0,3.0,['2'],Condo,Austin 
Condo in Austin ,4.88,1.0,2.0,['1'],Condo,Austin 
Condo in Austin ,4.93,2.0,4.0,['2'],Condo,Austin 
Guesthouse in Austin ,4.84,3.0,4.0,['1'],Guesthouse,Austin 
Condo in Austin ,4.83,1.0,2.0,['1'],Condo,Austin 
Rental unit in Austin ,4.88,nan,1.0,['1'],Rental unit,Austin 
Condo in Austin ,4.90,2.0,3.0,['0'],Condo,Austin 
Rental unit in Austin ,4.79,nan,1.0,['1'],Rental unit,Austin 
Condo in Austin ,4.85,2.0,3.0,['0'],Condo,Austin 
Rental unit in Austin ,4.66,nan,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.61,nan,1.0,['1'],Rental unit,Austin 
Condo in Austin ,4.89,2.0,3.0,['0'],Condo,Austin 
Condo in Austin ,4.88,2.0,3.0,['0'],Condo,Austin 
Condo in Austin ,4.60,1.0,2.0,['0'],Condo,Austin 
Condo in Austin ,4.82,2.0,3.0,['0'],Condo,Austin 
Condo in Austin ,4.73,2.0,3.0,['0'],Condo,Austin 
Home in Austin ,,2.0,2.0,['2'],Home,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Home in Austin ,5.0,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,4.51,nan,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.65,nan,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.55,1.0,3.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,1.0,1.0,['1'],Home,Austin 
Guesthouse in Austin ,4.78,1.0,2.0,['1'],Guesthouse,Austin 
Home in Austin ,,1.0,1.0,0.5,Home,Austin 
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Home in Austin ,,2.0,2.0,['2'],Home,Austin 
Home in Austin ,4.91,4.0,4.0,['2'],Home,Austin 
Condo in Austin ,4.88,2.0,3.0,['2'],Condo,Austin 
Home in Austin ,,5.0,6.0,['3'],Home,Austin 
Home in Austin ,5.0,2.0,2.0,['1'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.80,1.0,2.0,['6'],Home,Austin 
Home in Austin ,5.0,4.0,8.0,['3'],Home,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Rental unit in Austin ,,4.0,1.0,0.5,Rental unit,Austin 
Rental unit in Austin ,,4.0,1.0,0.5,Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,0.5,Rental unit,Austin 
Home in Austin ,5.0,3.0,4.0,['2'],Home,Austin 
Home in Austin ,4.89,3.0,5.0,['2'],Home,Austin 
Condo in Austin ,,3.0,3.0,['2'],Condo,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,3.0,4.0,['2'],Home,Austin 
Home in Austin ,,2.0,2.0,['1'],Home,Austin 
Home in Austin ,5.0,3.0,4.0,['3.5'],Home,Austin 
Home in Austin ,4.94,3.0,6.0,['2'],Home,Austin 
Rental unit in Austin ,,1.0,2.0,['1'],Rental unit,Austin 
Guesthouse in Austin ,5.0,nan,1.0,['1'],Guesthouse,Austin 
Townhouse in Austin ,5.0,3.0,4.0,['2.5'],Townhouse,Austin 
Rental unit in Austin ,4.48,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Home in Austin ,5.0,3.0,4.0,['2.5'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.25,3.0,3.0,['2.5'],Home,Austin 
Home in Austin ,5.0,1.0,1.0,0.5,Home,Austin 
Home in Austin ,4.0,1.0,1.0,0.5,Home,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Home in Austin ,,3.0,3.0,['2.5'],Home,Austin 
Home in Austin ,,2.0,2.0,['1'],Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Townhouse in Austin ,,1.0,1.0,['1.5'],Townhouse,Austin 
Home in Austin ,,2.0,2.0,['1'],Home,Austin 
Home in Austin ,5.0,2.0,6.0,['1'],Home,Austin 
Home in Austin ,4.50,1.0,1.0,0.5,Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.77,1.0,1.0,['1'],Rental unit,Austin 
Guest suite in Austin ,4.93,1.0,1.0,['1'],Guest suite,Austin 
Home in Austin ,5.0,3.0,3.0,['2.5'],Home,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Home in Austin ,4.82,5.0,8.0,['2.5'],Home,Austin 
Condo in Austin ,,3.0,4.0,['3'],Condo,Austin 
Home in Austin ,,5.0,5.0,['3.5'],Home,Austin 
Guesthouse in Austin ,,nan,1.0,['1'],Guesthouse,Austin 
Home in Austin ,4.50,2.0,4.0,['1'],Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,4.11,3.0,5.0,['2'],Home,Austin 
Home in Austin ,,1.0,2.0,0.5,Home,Austin 
Home in Austin ,4.91,5.0,9.0,['2.5'],Home,Austin 
Rental unit in Austin ,4.88,2.0,2.0,['2'],Rental unit,Austin 
Resort in Austin ,,1.0,2.0,['1'],Resort,Austin 
Condo in Austin ,,2.0,3.0,['2'],Condo,Austin 
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.91,3.0,5.0,['2'],Home,Austin 
Home in Round Rock ,5.0,2.0,3.0,['1'],Home,Round Rock 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,4.0,5.0,['3.5'],Home,Austin 
Home in Austin ,,4.0,3.0,['3'],Home,Austin 
Home in Austin ,,1.0,1.0,0.5,Home,Austin 
Home in Austin ,4.90,2.0,3.0,['1'],Home,Austin 
Home in Austin ,5.0,5.0,5.0,['3'],Home,Austin 
Home in Lakeway ,5.0,3.0,3.0,['2'],Home,Lakeway 
Condo in Austin ,,2.0,3.0,['2'],Condo,Austin 
Condo in Austin ,,3.0,4.0,['3'],Condo,Austin 
Rental unit in Austin ,4.43,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,5.0,7.0,['3'],Home,Austin 
Home in Austin ,5.0,3.0,5.0,['3'],Home,Austin 
Guesthouse in Austin ,4.83,2.0,2.0,['1'],Guesthouse,Austin 
Home in Austin ,,3.0,4.0,['2'],Home,Austin 
Home in Austin ,5.0,3.0,2.0,0.5,Home,Austin 
Home in Austin ,4.94,5.0,9.0,['3.5'],Home,Austin 
Home in Austin ,4.84,3.0,5.0,['1'],Home,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,2.0,3.0,['2'],Home,Austin 
Home in Austin ,,2.0,2.0,['1'],Home,Austin 
Condo in Austin ,4.98,2.0,3.0,['2'],Condo,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,4.0,8.0,['3.5'],Home,Austin 
Home in Austin ,4.63,2.0,2.0,['2.5'],Home,Austin 
Home in Austin ,,2.0,2.0,['2'],Home,Austin 
Home in Austin ,4.77,1.0,1.0,['1'],Home,Austin 
Guesthouse in Austin ,4.84,1.0,1.0,['1'],Guesthouse,Austin 
Home in Austin ,5.0,3.0,2.0,['2'],Home,Austin 
Guesthouse in Austin ,5.0,1.0,1.0,['1'],Guesthouse,Austin 
Home in Austin ,,2.0,2.0,['1.5'],Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Loft in Austin ,,1.0,4.0,['1'],Loft,Austin 
Home in Austin ,,1.0,1.0,['1.5'],Home,Austin 
Home in Austin ,4.88,3.0,3.0,['1.5'],Home,Austin 
Home in Austin ,5.0,2.0,3.0,['2'],Home,Austin 
Home in Austin ,,3.0,3.0,['1'],Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,3.67,1.0,1.0,0.5,Home,Austin 
Home in Austin ,5.0,3.0,3.0,['2.5'],Home,Austin 
Rental unit in Austin ,4.62,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.97,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,3.0,3.0,['1'],Home,Austin 
Condo in Austin ,,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,,2.0,2.0,['2'],Home,Austin 
Rental unit in Austin ,4.80,2.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.63,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,4.25,1.0,1.0,['1'],Home,Austin 
Guesthouse in Austin ,4.90,1.0,1.0,['1'],Guesthouse,Austin 
Condo in Austin ,4.89,2.0,4.0,['1'],Condo,Austin 
Guest suite in Austin ,4.90,1.0,1.0,['1'],Guest suite,Austin 
Guesthouse in Austin ,,1.0,2.0,['1'],Guesthouse,Austin 
Rental unit in Austin ,4.60,1.0,3.0,['1'],Rental unit,Austin 
Rental unit in Austin ,5.0,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,New,2.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,,5.0,5.0,['3'],Home,Austin 
Home in Austin ,5.0,5.0,7.0,['3.5'],Home,Austin 
Home in Austin ,,4.0,4.0,['2.5'],Home,Austin 
Condo in Austin ,4.70,1.0,2.0,['1'],Condo,Austin 
Cabin in Austin ,,4.0,4.0,['2'],Cabin,Austin 
Home in Austin ,4.38,1.0,1.0,0.5,Home,Austin 
Home in Austin ,4.85,1.0,1.0,0.5,Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Home in Austin ,5.0,1.0,1.0,['2.5'],Home,Austin 
Rental unit in Austin ,,3.0,3.0,['1.5'],Rental unit,Austin 
Rental unit in Austin ,,2.0,3.0,['2'],Rental unit,Austin 
Rental unit in Austin ,5.0,2.0,3.0,['2'],Rental unit,Austin 
Rental unit in Austin ,5.0,2.0,2.0,['2'],Rental unit,Austin 
Home in Austin ,,3.0,3.0,['2.5'],Home,Austin 
Rental unit in Austin ,4.79,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,4.85,3.0,4.0,['2.5'],Home,Austin 
Rental unit in Austin ,4.90,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,,1.0,1.0,['10'],Home,Austin 
Hotel in Austin ,,1.0,1.0,['1'],Hotel,Austin 
Tiny home in Austin ,,2.0,3.0,['2'],Tiny home,Austin 
Rental unit in Austin ,,nan,1.0,['1'],Rental unit,Austin 
Aparthotel in Austin ,,2.0,4.0,['2'],Aparthotel,Austin 
Hotel in Austin ,,1.0,1.0,['1'],Hotel,Austin 
Hotel in Austin ,,1.0,1.0,['1'],Hotel,Austin 
Hotel in Austin ,,2.0,2.0,['2'],Hotel,Austin 
Hotel in Austin ,,1.0,1.0,['1'],Hotel,Austin 
Rental unit in Austin ,,nan,1.0,['1'],Rental unit,Austin 
Home in Austin ,,4.0,7.0,['3'],Home,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,4.0,5.0,['2.5'],Home,Austin 
Home in Austin ,4.75,2.0,2.0,['1'],Home,Austin 
Guesthouse in Austin ,,2.0,2.0,['2'],Guesthouse,Austin 
Home in Austin ,,4.0,4.0,['3'],Home,Austin 
Home in Austin ,5.0,3.0,3.0,0.5,Home,Austin 
Rental unit in Austin ,5.0,2.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,,4.0,4.0,['4.5'],Home,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Home in Austin ,3.75,1.0,1.0,['1'],Home,Austin 
Home in Austin ,,3.0,nan,['2.5'],Home,Austin 
Condo in Austin ,,1.0,2.0,['1'],Condo,Austin 
Guesthouse in Austin ,5.0,2.0,2.0,['1.5'],Guesthouse,Austin 
Rental unit in Austin ,,2.0,2.0,['2'],Rental unit,Austin 
Home in Austin ,5.0,1.0,1.0,0.5,Home,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.60,nan,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,3.0,4.0,['3'],Home,Austin 
Home in Austin ,4.92,6.0,8.0,['5.5'],Home,Austin 
Condo in Austin ,,1.0,2.0,['1'],Condo,Austin 
Home in Austin ,,1.0,1.0,0.5,Home,Austin 
Home in Austin ,4.88,3.0,4.0,['3'],Home,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,4.0,4.0,['2.5'],Home,Austin 
Rental unit in Austin ,5.0,1.0,3.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Rental unit in Austin ,4.78,2.0,3.0,['2'],Rental unit,Austin 
Hotel in Austin ,,2.0,3.0,['2'],Hotel,Austin 
Hotel in Austin ,,nan,2.0,['1'],Hotel,Austin 
Hotel in Austin ,,1.0,2.0,['1'],Hotel,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.0,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.58,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.75,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,4.29,1.0,1.0,['1'],Rental unit,Austin 
Condo in Austin ,,1.0,1.0,['1'],Condo,Austin 
Home in Austin ,5.0,2.0,2.0,['2.5'],Home,Austin 
Home in Austin ,,3.0,3.0,['2'],Home,Austin 
Home in Austin ,5.0,4.0,5.0,['3.5'],Home,Austin 
Home in Austin ,5.0,1.0,1.0,['1'],Home,Austin 
Home in Austin ,,3.0,4.0,['1.5'],Home,Austin 
Rental unit in Austin ,,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,5.0,2.0,4.0,['1'],Home,Austin 
Rental unit in Austin ,,1.0,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,5.0,nan,2.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,nan,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,,1.0,2.0,['1'],Rental unit,Austin 
Home in Austin ,4.87,3.0,4.0,['2'],Home,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Home in Austin ,4.79,3.0,4.0,['3.5'],Home,Austin 
Guesthouse in Austin ,4.88,1.0,2.0,['1'],Guesthouse,Austin 
Home in Austin ,,1.0,2.0,['1.5'],Home,Austin 
Home in Austin ,4.30,5.0,7.0,['4.5'],Home,Austin 
Home in Austin ,4.75,3.0,4.0,['2.5'],Home,Austin 
Home in Austin ,4.62,2.0,3.0,['2'],Home,Austin 
Home in Austin ,3.80,5.0,8.0,['3'],Home,Austin 
Home in Austin ,,2.0,3.0,['1'],Home,Austin 
Home in Austin ,3.29,3.0,5.0,['2'],Home,Austin 
Home in Austin ,5.0,3.0,3.0,['2'],Home,Austin 
Serviced apartment in Austin ,4.40,1.0,2.0,['1'],Serviced apartment,Austin 
Home in Austin ,5.0,3.0,4.0,['2'],Home,Austin 
Home in Austin ,4.72,1.0,1.0,['1'],Home,Austin 
Camper/RV in Austin ,5.0,1.0,1.0,['1'],Camper/RV,Austin 
Hotel in Austin ,,2.0,3.0,['2'],Hotel,Austin 
Home in Austin ,5.0,5.0,6.0,['4'],Home,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Shipping container in Austin ,5.0,nan,1.0,['1'],Shipping container,Austin 
Rental unit in Austin ,,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,5.0,1.0,1.0,['1'],Rental unit,Austin 
Rental unit in Austin ,5.0,3.0,3.0,['2.5'],Rental unit,Austin 
Rental unit in Austin ,5.0,3.0,nan,['2.5'],Rental unit,Austin 
Home in Austin ,5.0,4.0,6.0,['2'],Home,Austin 
Home in Austin ,,1.0,1.0,['1'],Home,Austin 
Rental unit in Austin ,4.83,1.0,1.0,['1'],Rental unit,Austin 
